"1400000US06075023003","Census Tract 230.03; San Francisco County; California","1206","127","2.5","3.8","3.7","4.9","5.5","6.3","3.1","2.8","9.0","8.9","12.7","6.0","10.7","7.6","8.4","5.2","9.3","5.6","35.2","8.2","118889","66485","189533","46764","59.6","(X)","(X)","(X)","(X)","(X)","824","131","3.6","5.4","0.0","5.0","0.0","5.0","4.9","6.0","2.4","3.0","9.8","5.9","17.0","9.9","9.3","5.6","10.8","7.6","42.1","11.6","153871","50346","232901","63660","(X)","(X)","55.5","(X)","(X)","(X)","553","118","0.0","7.4","0.0","7.4","0.0","7.4","5.8","8.7","2.4","3.6","8.1","6.1","15.7","12.1","5.6","5.7","6.3","6.1","56.1","15.5","240592","80528","N","N","(X)","(X)","(X)","(X)","(X)","(X)","382","150","0.0","10.5","11.8","15.6","17.3","19.3","7.6","9.0","23.3","24.6","10.5","12.6","2.9","5.2","5.0","6.6","6.0","7.5","15.7","12.9","44301","13755","85309","29158","(X)","(X)","(X)","(X)","64.7","(X)",
"1400000US06075023102","Census Tract 231.02; San Francisco County; California","1128","140","12.5","9.8","7.8","6.1","10.8","8.8","9.6","7.6","11.9","8.4","16.0","9.7","8.8","6.6","8.8","5.9","2.8","3.9","11.0","6.8","46331","21989","87398","29255","58.5","(X)","(X)","(X)","(X)","(X)","679","159","0.0","6.1","2.9","3.7","13.3","13.4","15.0","12.1","11.8","13.2","16.8","12.4","15.0","10.6","4.4","3.9","4.7","6.3","16.1","11.7","59221","23688","114865","51061","(X)","(X)","66.9","(X)","(X)","(X)","286","85","0.0","13.8","7.0","9.2","0.0","13.8","8.4","10.9","2.8","6.1","15.7","14.1","27.6","17.8","0.3","0.8","9.1","13.9","29.0","20.5","91102","27568","N","N","(X)","(X)","(X)","(X)","(X)","(X)","449","136","31.4","21.8","15.1","14.0","7.1","9.1","1.3","2.6","12.0","12.1","14.9","14.4","0.0","9.0","14.7","12.9","0.0","9.0","3.3","4.6","-","**","45720","22167","(X)","(X)","(X)","(X)","45.9","(X)",
"1400000US06075023103","Census Tract 231.03; San Francisco County; California","1518","163","15.0","8.2","9.9","7.7","20.9","8.9","14.8","6.4","14.6","6.7","12.8","5.7","6.5","6.6","4.9","3.3","0.6","1.0","0.0","2.8","28393","7421","36908","5819","60.3","(X)","(X)","(X)","(X)","(X)","1092","175","13.7","9.6","8.2","8.0","19.8","9.3","13.3","7.0","14.6","7.9","13.9","6.9","9.0","9.0","6.8","4.7","0.8","1.5","0.0","3.8","31776","11484","41025","7271","(X)","(X)","59.6","(X)","(X)","(X)","245","140","16.7","17.0","0.0","15.9","7.3","13.0","25.7","23.4","15.1","18.9","7.8","10.6","27.3","28.2","0.0","15.9","0.0","15.9","0.0","15.9","42534","22607","N","N","(X)","(X)","(X)","(X)","(X)","(X)","426","127","18.1","14.5","14.3","14.0","23.9","17.4","22.1","17.2","14.8","13.0","6.8","7.8","0.0","9.5","0.0","9.5","0.0","9.5","0.0","9.5","21064","9131","24901","5929","(X)","(X)","(X)","(X)","62.2","(X)",
"1400000US06075023200","Census Tract 232; San Francisco County; California","1153","213","7.7","6.4","4.0","4.4","1.2","2.1","3.0","3.5","6.2","5.8","15.8","8.5","10.9","11.1","11.2","6.6","11.8","8.3","28.2","10.6","111597","61059","150992","30669","57.2","(X)","(X)","(X)","(X)","(X)","873","222","0.9","1.5","1.9","4.4","1.6","2.5","4.0","4.8","8.1","7.7","17.1","12.0","17.0","13.4","25.4","10.7","2.6","3.1","21.3","9.5","95536","48709","132419","24413","(X)","(X)","64.5","(X)","(X)","(X)","666","221","0.0","6.2","0.0","6.2","0.0","6.2","5.3","6.4","8.7","9.8","8.1","7.6","19.8","17.0","29.1","13.1","2.0","3.3","27.0","12.1","128780","46672","N","N","(X)","(X)","(X)","(X)","(X)","(X)","280","125","28.9","22.3","10.4","13.6","5.0","8.5","0.0","14.0","0.0","14.0","6.8","8.8","2.5","5.1","7.1","8.7","3.9","6.6","35.4","23.5","-","**","173281","99834","(X)","(X)","(X)","(X)","34.6","(X)",
"1400000US06075023300","Census Tract 233; San Francisco County; California","1281","157","8.4","6.5","2.6","1.9","8.1","4.3","10.5","6.8","3.4","2.6","11.4","5.0","6.9","3.8","22.1","6.5","11.9","5.5","14.8","5.2","92574","30199","118911","23172","35.6","(X)","(X)","(X)","(X)","(X)","881","146","8.3","8.8","0.0","4.7","10.1","5.5","11.4","8.5","4.9","3.8","9.8","4.8","9.1","5.4","24.7","8.6","9.4","4.5","12.4","5.5","84292","30004","104878","17065","(X)","(X)","41.5","(X)","(X)","(X)","567","99","1.2","1.7","0.0","7.2","4.6","3.9","1.1","1.6","4.2","5.1","9.3","6.3","13.2","7.8","34.0","10.9","13.1","6.2","19.2","8.5","121010","12177","N","N","(X)","(X)","(X)","(X)","(X)","(X)","400","85","8.5","8.2","8.3","6.1","3.8","5.7","8.8","7.4","0.0","10.1","15.0","12.3","7.0","8.2","16.0","9.7","20.8","13.9","12.0","9.7","86842","69102","136423","64912","(X)","(X)","(X)","(X)","22.5","(X)",
"1400000US06075023400","Census Tract 234; San Francisco County; California","1169","202","8.7","6.9","3.8","5.8","13.4","8.8","14.0","11.0","4.7","5.4","4.0","4.2","4.7","6.3","8.0","6.4","21.2","8.4","17.3","7.7","80788","73592","113629","27695","54.9","(X)","(X)","(X)","(X)","(X)","921","226","7.9","8.7","8.5","8.8","12.9","10.4","13.5","12.6","2.5","4.1","1.3","2.2","6.0","7.9","12.9","8.8","22.3","9.7","12.3","8.0","-","**","106705","30119","(X)","(X)","60.5","(X)","(X)","(X)","442","121","0.0","9.2","0.0","9.2","21.3","15.7","7.2","9.3","5.2","8.6","2.7","4.4","2.0","3.1","7.7","8.4","30.3","13.4","23.5","14.6","151288","34950","N","N","(X)","(X)","(X)","(X)","(X)","(X)","248","127","24.2","22.2","0.0","15.7","12.9","21.0","16.1","21.0","12.9","20.7","4.0","7.6","0.0","15.7","0.0","15.7","11.7","17.7","18.1","17.6","-","**","82884","43604","(X)","(X)","(X)","(X)","24.2","(X)",
"1400000US06075025100","Census Tract 251; San Francisco County; California","1306","190","2.0","2.0","1.6","2.4","1.1","1.3","0.4","0.6","7.1","4.2","11.6","9.6","8.9","8.2","20.2","6.6","11.2","4.6","35.9","7.2","139600","34834","235623","34836","43.0","(X)","(X)","(X)","(X)","(X)","857","200","11.4","12.5","0.0","4.8","0.0","4.8","0.0","4.8","4.1","3.4","7.1","7.8","12.8","11.6","15.2","7.3","8.2","4.5","41.2","10.1","143750","49960","262012","54788","(X)","(X)","32.7","(X)","(X)","(X)","567","93","0.9","1.4","0.0","7.2","0.0","7.2","0.0","7.2","4.9","4.2","1.4","2.0","4.9","5.0","17.3","8.6","9.7","5.1","60.8","9.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","449","84","4.7","5.5","4.7","7.0","3.3","3.8","1.1","1.6","12.9","10.0","3.6","3.7","3.6","3.8","30.3","15.8","12.5","10.0","23.4","11.2","123415","17297","153428","37894","(X)","(X)","(X)","(X)","42.8","(X)",
"1400000US06075025200","Census Tract 252; San Francisco County; California","2463","407","9.5","12.1","4.3","4.3","2.2","3.6","1.3","1.4","5.2","6.0","3.5","2.7","8.3","6.1","12.4","8.5","8.1","5.8","45.2","10.5","163321","81308","287445","77106","40.7","(X)","(X)","(X)","(X)","(X)","1380","238","1.4","2.3","6.2","7.4","0.0","3.0","0.9","1.4","6.5","9.9","4.2","3.2","13.0","9.2","8.7","4.4","13.2","9.1","45.7","11.3","170588","88138","268173","57561","(X)","(X)","39.9","(X)","(X)","(X)","1141","285","1.8","2.8","1.3","2.2","0.0","3.7","1.1","1.7","7.9","11.5","2.4","2.7","12.0","10.6","7.4","4.4","16.0","11.0","50.1","14.2","207813","102785","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1083","424","21.5","25.3","0.0","3.8","5.1","8.2","1.7","2.7","3.5","4.6","5.2","5.9","4.5","7.0","15.9","18.0","2.9","3.5","39.8","20.1","-","**","300472","164152","(X)","(X)","(X)","(X)","40.5","(X)",
"1400000US06075025300","Census Tract 253; San Francisco County; California","1692","163","1.9","1.9","1.0","1.1","2.0","1.8","0.7","1.0","2.4","1.6","9.1","5.3","3.2","2.8","16.6","6.9","15.1","6.0","48.1","8.1","189688","28398","269928","41418","40.8","(X)","(X)","(X)","(X)","(X)","927","176","0.0","4.5","0.0","4.5","0.0","4.5","0.0","4.5","4.7","5.3","9.3","7.8","3.8","4.1","16.4","10.2","14.9","8.1","50.9","10.3","205205","42999","317006","77783","(X)","(X)","46.6","(X)","(X)","(X)","704","178","0.0","5.9","0.0","5.9","0.0","5.9","0.0","5.9","2.1","2.4","9.9","10.0","0.3","0.7","17.3","12.4","15.3","9.7","55.0","11.8","219444","49708","N","N","(X)","(X)","(X)","(X)","(X)","(X)","765","135","4.2","4.0","2.2","2.5","4.3","3.8","1.4","2.3","3.3","3.0","5.6","5.0","3.0","3.4","15.8","9.7","15.4","7.8","44.7","12.1","172750","49709","205954","31877","(X)","(X)","(X)","(X)","28.0","(X)",
"1400000US06075025401","Census Tract 254.01; San Francisco County; California","1357","144","5.8","4.0","1.5","1.7","0.0","3.1","1.0","1.5","3.7","3.7","9.4","4.5","10.9","6.4","10.7","4.8","8.8","5.1","48.3","10.3","183902","65660","231852","38408","31.4","(X)","(X)","(X)","(X)","(X)","896","165","3.6","5.0","1.5","2.4","0.0","4.6","0.0","4.6","5.6","5.6","4.1","3.5","12.1","9.0","15.0","6.9","9.8","6.6","48.4","13.3","183939","75295","257427","55354","(X)","(X)","35.0","(X)","(X)","(X)","680","153","0.0","6.1","0.0","6.1","0.0","6.1","0.0","6.1","4.6","6.8","3.2","3.8","8.7","8.3","10.9","5.8","11.6","8.3","61.0","14.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","461","98","10.2","7.5","1.5","2.2","0.0","8.8","3.0","4.4","0.0","8.8","20.6","10.3","8.7","6.5","4.8","6.3","6.3","6.3","44.9","15.5","151528","104515","175621","39244","(X)","(X)","(X)","(X)","24.3","(X)",
"1400000US06075025402","Census Tract 254.02; San Francisco County; California","1087","157","1.7","2.1","0.9","1.8","1.7","1.8","7.4","8.2","1.5","2.5","10.6","5.0","3.8","3.1","8.8","5.6","22.2","7.5","41.5","12.1","173352","28602","220324","43431","41.5","(X)","(X)","(X)","(X)","(X)","711","150","1.0","1.7","1.4","2.8","0.0","5.8","3.0","3.5","2.3","3.8","10.8","6.9","4.5","4.2","11.4","6.9","21.8","11.5","43.9","16.0","174063","42933","236456","59363","(X)","(X)","44.4","(X)","(X)","(X)","487","113","1.4","2.4","2.1","3.8","0.0","8.4","0.0","8.4","3.3","5.4","8.0","6.6","2.5","3.6","11.1","7.8","31.8","15.7","39.8","15.6","172813","33669","N","N","(X)","(X)","(X)","(X)","(X)","(X)","376","118","2.9","5.3","0.0","10.7","5.1","5.2","15.7","20.5","0.0","10.7","12.2","8.5","2.4","4.0","8.5","9.9","20.7","11.9","32.4","12.5","168311","39968","172510","43751","(X)","(X)","(X)","(X)","34.3","(X)",
"1400000US06075025403","Census Tract 254.03; San Francisco County; California","1380","156","4.9","6.2","3.6","3.9","10.9","6.7","5.9","6.2","0.8","0.8","6.7","4.5","7.7","4.5","13.9","5.5","8.9","4.9","36.7","9.6","128947","47001","210808","41961","29.5","(X)","(X)","(X)","(X)","(X)","1089","164","6.2","7.7","0.7","1.2","7.5","6.1","7.4","7.6","0.4","0.6","6.5","5.2","10.5","6.9","14.7","6.3","9.9","5.7","36.2","11.4","113977","67753","222483","49927","(X)","(X)","29.6","(X)","(X)","(X)","790","155","1.1","2.2","1.0","1.6","9.1","7.8","5.8","8.0","0.0","5.2","7.2","6.7","9.5","7.2","16.2","7.4","8.4","6.4","41.6","15.3","151250","96810","N","N","(X)","(X)","(X)","(X)","(X)","(X)","291","113","0.0","13.6","14.4","14.8","23.7","19.5","0.0","13.6","2.4","4.0","9.3","8.2","3.8","5.8","4.5","6.8","5.2","8.4","36.8","20.0","-","**","152141","60698","(X)","(X)","(X)","(X)","29.2","(X)",
"1400000US06075025501","Census Tract 255.01; San Francisco County; California","1031","186","0.0","4.0","0.9","1.7","6.7","7.1","0.0","4.0","4.4","3.8","8.1","4.7","10.7","6.9","19.7","8.1","15.2","8.0","34.3","12.4","146477","44360","211565","56181","46.8","(X)","(X)","(X)","(X)","(X)","826","170","1.1","2.1","0.0","5.0","8.4","8.7","0.0","5.0","4.4","4.5","6.8","5.3","13.4","8.7","20.2","10.1","14.2","7.4","31.6","14.5","131875","57891","197263","55228","(X)","(X)","45.0","(X)","(X)","(X)","592","164","1.5","2.9","0.0","6.9","11.7","12.5","0.0","6.9","2.4","4.1","0.0","6.9","16.0","10.5","17.2","12.2","11.5","7.4","39.7","18.9","158000","78290","N","N","(X)","(X)","(X)","(X)","(X)","(X)","205","100","0.0","18.6","0.0","18.6","0.0","18.6","0.0","18.6","4.4","7.7","18.5","16.8","7.3","9.5","9.8","10.8","19.5","24.9","40.5","25.5","168781","68487","209118","98737","(X)","(X)","(X)","(X)","54.1","(X)",
"1400000US06075025502","Census Tract 255.02; San Francisco County; California","1220","103","3.4","4.3","0.0","3.4","2.3","3.1","6.1","4.5","11.5","8.0","2.8","3.6","3.8","3.1","16.1","8.2","18.1","9.8","36.1","8.0","168483","36885","199323","30168","34.7","(X)","(X)","(X)","(X)","(X)","833","153","0.0","5.0","1.4","2.3","5.5","5.8","8.9","6.2","0.0","5.0","3.8","5.2","5.4","4.7","18.0","10.0","6.2","6.2","50.7","10.3","214219","87029","226752","35136","(X)","(X)","41.3","(X)","(X)","(X)","584","132","0.0","7.0","2.1","3.2","3.4","5.7","9.8","7.5","0.0","7.0","5.5","7.3","2.1","3.7","6.5","5.6","1.9","3.0","68.8","12.3","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","387","132","10.6","12.8","0.0","10.4","2.1","3.9","0.0","10.4","36.2","22.9","1.8","2.4","2.6","4.3","11.9","13.1","34.9","23.0","0.0","10.4","-","**","94332","34222","(X)","(X)","(X)","(X)","20.4","(X)",
"1400000US06075025600","Census Tract 256; San Francisco County; California","1656","181","1.1","1.3","1.9","2.0","2.1","2.4","5.8","4.5","12.3","7.6","8.3","4.5","15.0","6.3","12.9","7.1","11.4","4.6","29.3","7.5","114250","48353","161598","25006","44.4","(X)","(X)","(X)","(X)","(X)","1259","190","0.0","3.3","1.6","2.4","0.0","3.3","8.2","6.2","12.3","9.4","9.6","5.9","15.3","6.6","17.2","9.6","13.0","5.9","22.9","8.5","109196","45463","143799","25474","(X)","(X)","39.4","(X)","(X)","(X)","873","164","0.0","4.7","0.0","4.7","0.0","4.7","7.8","7.9","12.6","12.5","9.5","6.4","14.8","7.9","20.2","12.9","13.4","7.2","21.8","10.5","114375","54896","N","N","(X)","(X)","(X)","(X)","(X)","(X)","397","137","4.5","5.3","3.0","3.6","8.8","9.8","5.0","6.5","12.1","10.3","4.0","7.0","7.3","7.0","6.0","5.1","10.1","9.9","39.0","17.3","138750","84699","186840","61949","(X)","(X)","(X)","(X)","56.4","(X)",
"1400000US06075025701","Census Tract 257.01; San Francisco County; California","1559","261","0.6","0.9","0.7","1.2","2.8","2.8","2.6","2.4","2.4","1.8","7.8","5.4","7.9","5.0","34.9","9.3","13.2","7.7","27.1","8.5","129663","11592","177196","33229","39.8","(X)","(X)","(X)","(X)","(X)","1216","228","0.8","1.2","1.2","2.0","2.1","3.1","2.6","2.8","3.5","3.5","4.1","2.8","7.2","5.3","39.6","11.9","9.6","6.9","29.1","9.5","124928","11450","185190","41011","(X)","(X)","40.0","(X)","(X)","(X)","905","247","1.1","1.7","1.7","2.7","2.8","4.3","2.5","4.2","2.0","2.2","2.7","3.2","7.8","6.7","37.7","15.0","12.0","9.5","29.7","11.6","131372","19126","N","N","(X)","(X)","(X)","(X)","(X)","(X)","343","157","0.0","11.6","3.2","5.1","5.2","6.2","2.6","3.9","3.5","5.3","14.3","18.1","10.2","12.6","21.0","15.6","26.2","25.0","13.7","14.8","121615","53196","127117","26099","(X)","(X)","(X)","(X)","32.4","(X)",
"1400000US06075025702","Census Tract 257.02; San Francisco County; California","1135","137","6.7","7.9","0.7","1.2","4.8","4.7","3.5","2.8","7.6","6.8","14.7","8.9","11.6","6.7","16.0","9.8","16.1","10.7","18.1","8.5","104250","28421","151616","31233","60.6","(X)","(X)","(X)","(X)","(X)","848","155","1.4","2.4","0.0","4.9","0.0","4.9","0.0","4.9","10.1","9.0","18.6","11.3","9.6","6.8","16.2","11.2","21.6","14.0","22.5","11.4","114819","52889","182511","41240","(X)","(X)","63.8","(X)","(X)","(X)","691","150","1.7","3.0","0.0","6.0","0.0","6.0","0.0","6.0","11.0","11.0","19.1","13.9","9.6","7.8","18.5","12.6","15.6","14.1","24.5","13.8","114149","41765","N","N","(X)","(X)","(X)","(X)","(X)","(X)","287","107","22.3","28.6","2.8","5.0","19.2","17.6","13.9","10.1","0.0","13.7","3.1","5.2","17.8","20.0","17.8","20.5","0.0","13.7","3.1","4.9","-","**","55757","31980","(X)","(X)","(X)","(X)","51.2","(X)",
"1400000US06075025800","Census Tract 258; San Francisco County; California","621","139","3.7","4.5","6.9","6.8","9.2","6.5","1.1","1.6","22.9","16.2","6.1","5.9","9.2","6.8","9.2","6.1","13.0","8.0","18.7","8.2","82546","68600","112052","26572","52.7","(X)","(X)","(X)","(X)","(X)","402","77","4.7","6.8","0.0","10.0","2.2","3.2","0.0","10.0","9.0","7.2","9.5","9.5","16.7","8.9","13.2","8.3","17.7","10.6","27.1","10.3","121731","57850","146861","27641","(X)","(X)","48.8","(X)","(X)","(X)","261","52","0.0","15.0","0.0","15.0","3.4","4.8","0.0","15.0","7.7","7.4","13.8","13.9","13.0","8.3","7.7","7.3","27.2","15.4","27.2","11.6","159375","68466","N","N","(X)","(X)","(X)","(X)","(X)","(X)","219","136","1.8","3.7","19.6","22.1","21.9","22.0","3.2","5.0","48.4","34.3","0.0","17.6","0.0","17.6","1.8","3.8","0.0","17.6","3.2","5.6","37515","30612","40394","18612","(X)","(X)","(X)","(X)","57.5","(X)",
"1400000US06075025900","Census Tract 259; San Francisco County; California","1444","162","3.0","3.4","3.2","3.0","5.4","3.8","0.7","1.0","2.3","2.0","7.4","4.6","7.3","4.6","18.0","9.1","15.2","7.1","37.4","10.1","151418","32730","203812","40584","41.2","(X)","(X)","(X)","(X)","(X)","1108","160","1.7","2.8","3.2","3.6","3.0","3.2","0.9","1.3","1.4","1.8","7.9","5.2","6.7","5.1","20.0","11.4","14.0","7.9","41.2","11.5","156591","68272","223651","49006","(X)","(X)","44.0","(X)","(X)","(X)","863","149","0.0","4.8","4.2","4.6","0.3","0.8","0.2","1.0","0.9","1.5","4.4","4.1","5.6","5.4","20.7","13.7","18.0","10.4","45.7","14.6","193601","42654","N","N","(X)","(X)","(X)","(X)","(X)","(X)","336","108","13.1","13.8","3.0","4.2","7.7","7.6","0.0","11.9","5.1","5.8","6.0","6.7","9.5","8.4","20.8","14.8","13.7","13.0","21.1","12.9","113214","26282","126995","38171","(X)","(X)","(X)","(X)","32.1","(X)",
"1400000US06075026001","Census Tract 260.01; San Francisco County; California","1785","221","1.2","1.4","1.8","2.0","3.8","2.8","4.0","4.5","7.1","4.0","15.7","6.8","7.3","5.4","14.1","6.7","15.8","8.0","29.2","8.8","119088","32649","159088","24162","47.7","(X)","(X)","(X)","(X)","(X)","1207","181","0.0","3.5","1.2","1.9","7.3","3.9","1.2","2.0","10.9","7.8","14.3","8.5","3.5","3.4","22.4","10.0","13.0","7.6","26.2","9.0","117458","14442","149071","22080","(X)","(X)","52.5","(X)","(X)","(X)","879","191","0.0","4.7","1.7","2.7","9.0","5.0","0.0","4.7","12.9","9.8","19.6","11.3","2.3","3.3","18.7","11.3","8.0","5.3","28.0","11.2","115091","35587","N","N","(X)","(X)","(X)","(X)","(X)","(X)","578","211","3.6","4.6","3.1","5.2","0.0","7.1","9.9","12.2","8.3","9.6","18.7","10.7","2.6","3.3","5.2","6.2","15.4","19.1","33.2","17.4","-","**","166446","56008","(X)","(X)","(X)","(X)","34.8","(X)",
"1400000US06075026002","Census Tract 260.02; San Francisco County; California","1038","101","9.2","7.2","2.5","3.3","1.4","1.8","8.0","6.1","5.7","3.2","4.7","3.0","10.1","4.9","13.5","6.0","12.4","6.0","32.4","8.8","119038","40358","156289","26747","39.9","(X)","(X)","(X)","(X)","(X)","611","115","4.1","5.2","0.0","6.7","1.5","2.4","8.7","8.6","3.6","4.9","3.4","3.2","13.1","7.4","25.5","11.2","11.6","6.9","28.5","9.8","119306","24961","166050","29125","(X)","(X)","39.1","(X)","(X)","(X)","454","106","4.2","6.3","0.0","8.9","0.0","8.9","11.7","11.3","0.0","8.9","4.6","4.3","17.6","9.3","19.8","10.1","14.1","9.5","28.0","11.6","118125","35572","N","N","(X)","(X)","(X)","(X)","(X)","(X)","427","95","18.0","14.6","6.1","8.0","0.0","9.5","7.0","8.7","8.7","6.7","6.6","6.1","5.9","5.2","14.3","9.2","3.0","4.2","30.4","12.8","91103","56356","127026","36370","(X)","(X)","(X)","(X)","39.6","(X)",
"1400000US06075026003","Census Tract 260.03; San Francisco County; California","1393","171","3.6","3.5","0.0","3.0","1.5","2.2","3.1","2.7","8.6","5.3","9.8","5.4","23.9","8.5","17.7","8.1","4.7","4.6","27.2","7.4","99044","39988","154356","24084","52.5","(X)","(X)","(X)","(X)","(X)","1120","170","2.3","3.4","0.0","3.7","5.9","6.5","3.8","3.4","5.0","5.0","5.7","3.9","21.3","8.3","21.8","9.1","7.2","5.8","26.9","9.2","124032","31204","148299","24153","(X)","(X)","60.5","(X)","(X)","(X)","829","111","0.0","5.0","0.0","5.0","1.6","3.1","5.2","4.5","1.2","2.0","6.9","4.9","27.4","9.8","21.6","8.1","5.5","5.3","30.6","9.9","123911","25476","N","N","(X)","(X)","(X)","(X)","(X)","(X)","273","99","8.8","12.5","0.0","14.4","2.9","6.0","0.0","14.4","23.4","14.3","26.4","19.0","17.6","14.0","4.0","8.2","0.0","14.4","16.8","15.1","64356","10971","148158","113556","(X)","(X)","(X)","(X)","19.4","(X)",
"1400000US06075026004","Census Tract 260.04; San Francisco County; California","1121","113","3.8","3.5","1.0","1.7","1.9","1.8","3.5","3.4","3.1","4.8","8.6","6.0","18.1","9.3","13.6","6.9","13.3","6.5","33.1","12.0","133542","42568","208979","43487","58.2","(X)","(X)","(X)","(X)","(X)","828","111","4.5","4.6","2.8","3.1","1.7","2.0","1.6","2.5","0.0","5.0","18.5","7.6","17.6","10.0","18.1","9.6","11.4","7.8","23.9","9.9","116146","43816","154225","27186","(X)","(X)","49.6","(X)","(X)","(X)","504","125","7.3","7.7","2.2","3.8","2.8","3.3","2.6","4.1","0.0","8.1","13.1","9.9","13.5","10.4","15.3","11.5","9.9","7.4","33.3","14.4","140658","39644","N","N","(X)","(X)","(X)","(X)","(X)","(X)","293","114","2.0","4.1","0.0","13.5","2.4","3.8","8.9","11.4","11.9","17.0","4.4","7.3","27.3","19.7","3.4","6.0","4.4","7.4","35.2","29.3","92106","88314","182628","92695","(X)","(X)","(X)","(X)","74.1","(X)",
"1400000US06075026100","Census Tract 261; San Francisco County; California","2007","265","3.1","2.9","3.0","2.8","2.6","2.4","8.8","6.6","3.3","2.4","7.8","5.5","12.3","5.6","17.0","6.2","14.5","5.8","27.5","9.0","123070","21870","173886","33168","42.9","(X)","(X)","(X)","(X)","(X)","1530","280","0.0","2.7","2.2","2.9","2.6","3.1","4.6","2.9","4.4","3.0","5.8","3.8","15.9","7.3","19.0","7.3","17.1","7.7","28.4","11.2","131422","33842","184455","36942","(X)","(X)","43.3","(X)","(X)","(X)","983","247","0.0","4.2","2.7","4.4","3.5","4.5","1.7","2.2","2.8","3.4","4.5","4.5","17.9","10.3","16.7","9.3","15.9","8.9","34.3","15.3","155114","51615","N","N","(X)","(X)","(X)","(X)","(X)","(X)","477","177","13.2","11.9","5.5","8.6","2.7","4.6","26.0","23.9","0.0","8.5","17.2","18.0","4.4","7.5","11.7","11.9","2.7","4.4","16.6","14.2","51250","49404","123637","63104","(X)","(X)","(X)","(X)","41.7","(X)",
"1400000US06075026201","Census Tract 262.01; San Francisco County; California","999","123","2.8","4.5","0.8","1.2","2.3","2.5","5.8","6.3","5.6","4.4","6.3","3.7","5.9","4.3","22.8","8.5","18.9","10.4","28.7","12.3","149067","21355","174163","33640","48.8","(X)","(X)","(X)","(X)","(X)","795","105","0.0","5.2","0.0","5.2","2.8","3.2","7.3","8.0","5.0","4.7","7.8","4.6","7.8","5.5","20.5","9.6","22.3","11.8","26.5","10.3","149525","21658","165894","28383","(X)","(X)","42.5","(X)","(X)","(X)","474","119","0.0","8.6","0.0","8.6","1.7","2.7","0.0","8.6","8.4","7.3","6.5","6.4","10.8","8.8","9.5","10.9","24.5","17.4","38.6","15.3","175968","30455","N","N","(X)","(X)","(X)","(X)","(X)","(X)","204","132","13.7","21.3","3.9","6.5","4.4","7.2","0.0","18.7","7.8","11.4","0.0","18.7","10.8","13.5","16.2","18.4","5.9","7.5","37.3","37.9","-","**","167909","103757","(X)","(X)","(X)","(X)","61.8","(X)",
"1400000US06075026202","Census Tract 262.02; San Francisco County; California","1043","153","1.1","1.4","0.0","4.0","7.2","6.5","2.4","3.0","6.6","4.7","9.1","5.7","6.4","3.6","20.5","9.6","22.1","9.8","24.5","7.9","144127","16502","159874","22983","45.7","(X)","(X)","(X)","(X)","(X)","841","162","1.3","1.8","0.0","4.9","5.4","5.3","5.2","5.2","1.9","2.2","8.0","6.5","8.1","4.4","28.9","12.2","23.9","11.7","17.4","7.4","142984","22640","151432","20072","(X)","(X)","42.2","(X)","(X)","(X)","596","155","0.0","6.9","0.0","6.9","2.5","3.1","3.4","5.0","2.7","3.0","9.7","8.7","9.9","6.2","33.9","16.5","26.2","14.5","11.7","6.2","142808","29065","N","N","(X)","(X)","(X)","(X)","(X)","(X)","202","69","0.0","18.9","0.0","18.9","19.3","18.9","2.5","4.1","26.2","20.5","13.9","12.8","3.0","5.4","10.9","8.4","3.5","5.0","20.8","16.3","51250","39409","104036","61046","(X)","(X)","(X)","(X)","44.1","(X)",
"1400000US06075026301","Census Tract 263.01; San Francisco County; California","1365","165","5.4","5.5","9.2","7.5","1.6","2.0","5.5","5.3","4.0","4.1","9.3","5.7","10.1","6.4","24.9","9.6","10.8","6.9","19.2","8.2","102131","23342","129176","23080","45.2","(X)","(X)","(X)","(X)","(X)","1160","141","2.2","3.4","10.8","8.8","1.0","1.8","5.9","6.3","1.8","2.1","12.0","6.5","11.6","7.5","27.7","11.3","8.1","5.0","19.0","9.5","101763","11482","121610","21151","(X)","(X)","39.8","(X)","(X)","(X)","764","137","0.0","5.4","11.4","10.4","1.6","2.6","7.6","9.8","0.0","5.4","12.2","9.7","13.5","11.2","20.9","12.8","7.2","5.7","25.7","13.3","100929","25400","N","N","(X)","(X)","(X)","(X)","(X)","(X)","205","121","23.4","27.3","0.0","18.6","4.9","8.5","3.4","6.4","16.6","23.9","0.0","18.6","2.0","3.8","3.4","5.4","30.2","29.4","16.1","18.1","-","**","153892","102964","(X)","(X)","(X)","(X)","59.5","(X)",
